Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","191","Croatia","5910","Export quantity","0111","Wheat","2023","2023","t","499955.15","A","Official figure",""
"TCL","Crops and livestock products","192","Cuba","5910","Export quantity","01312","Bananas","2023","2023","t","0.09","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","192","Cuba","5910","Export quantity","01640","Cocoa beans","2023","2023","t","429.43","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","192","Cuba","5910","Export quantity","01610","Coffee, green","2023","2023","t","654.29","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","196","Cyprus","5910","Export quantity","01312","Bananas","2023","2023","t","61.25","A","Official figure",""
"TCL","Crops and livestock products","196","Cyprus","5910","Export quantity","01610","Coffee, green","2023","2023","t","20.2","A","Official figure",""
"TCL","Crops and livestock products","196","Cyprus","5910","Export quantity","0112","Maize (corn)","2023","2023","t","0.83","A","Official figure",""
"TCL","Crops and livestock products","196","Cyprus","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","95.39","E","Estimated value",""
"TCL","Crops and livestock products","196","Cyprus","5910","Export quantity","01234","Tomatoes","2023","2023","t","0.68","A","Official figure",""
"TCL","Crops and livestock products","196","Cyprus","5910","Export quantity","0111","Wheat","2023","2023","t","1.75","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5910","Export quantity","01312","Bananas","2023","2023","t","47357.75","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5910","Export quantity","01640","Cocoa beans","2023","2023","t","15.56","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5910","Export quantity","01610","Coffee, green","2023","2023","t","287.02","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5910","Export quantity","0112","Maize (corn)","2023","2023","t","289015.11","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","22517.79","E","Estimated value",""
"TCL","Crops and livestock products","203","Czechia","5910","Export quantity","0141","Soya beans","2023","2023","t","40644.95","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5910","Export quantity","01234","Tomatoes","2023","2023","t","5883.55","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5910","Export quantity","0111","Wheat","2023","2023","t","2627225.24","A","Official figure",""
"TCL","Crops and livestock products","408","Democratic People's Republic of Korea","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","0.03","E","Estimated value",""
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5910","Export quantity","01312","Bananas","2023","2023","t","0.39","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5910","Export quantity","01640","Cocoa beans","2023","2023","t","40139.36","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5910","Export quantity","01610","Coffee, green","2023","2023","t","7380.33","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","1.41","E","Estimated value",""
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5910","Export quantity","0141","Soya beans","2023","2023","t","0.56","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5910","Export quantity","0111","Wheat","2023","2023","t","0.01","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","208","Denmark","5910","Export quantity","01312","Bananas","2023","2023","t","11584.76","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5910","Export quantity","01640","Cocoa beans","2023","2023","t","2.81","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5910","Export quantity","01610","Coffee, green","2023","2023","t","617.7","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5910","Export quantity","0112","Maize (corn)","2023","2023","t","4389.05","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","5052.73","E","Estimated value",""
"TCL","Crops and livestock products","208","Denmark","5910","Export quantity","0141","Soya beans","2023","2023","t","1315.32","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5910","Export quantity","01234","Tomatoes","2023","2023","t","2739.52","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5910","Export quantity","0111","Wheat","2023","2023","t","472277.7","A","Official figure",""
"TCL","Crops and livestock products","262","Djibouti","5910","Export quantity","01640","Cocoa beans","2023","2023","t","91","A","Official figure",""
"TCL","Crops and livestock products","262","Djibouti","5910","Export quantity","0112","Maize (corn)","2023","2023","t","7901.5","A","Official figure",""
"TCL","Crops and livestock products","262","Djibouti","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","494165.68","E","Estimated value",""
"TCL","Crops and livestock products","262","Djibouti","5910","Export quantity","01234","Tomatoes","2023","2023","t","266","A","Official figure",""
"TCL","Crops and livestock products","262","Djibouti","5910","Export quantity","0111","Wheat","2023","2023","t","4890.61","A","Official figure",""
"TCL","Crops and livestock products","212","Dominica","5910","Export quantity","01312","Bananas","2023","2023","t","502.87","A","Official figure",""
"TCL","Crops and livestock products","212","Dominica","5910","Export quantity","01640","Cocoa beans","2023","2023","t","0.36","A","Official figure",""
"TCL","Crops and livestock products","212","Dominica","5910","Export quantity","01610","Coffee, green","2023","2023","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","212","Dominica","5910","Export quantity","01234","Tomatoes","2023","2023","t","0.4","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export quantity","01312","Bananas","2023","2023","t","273972.78","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export quantity","01640","Cocoa beans","2023","2023","t","66011.81","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export quantity","01610","Coffee, green","2023","2023","t","670.37","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export quantity","0112","Maize (corn)","2023","2023","t","7367.74","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","364.2","E","Estimated value",""
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export quantity","01234","Tomatoes","2023","2023","t","13363.05","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export quantity","0111","Wheat","2023","2023","t","284.39","A","Official figure",""
"TCL","Crops and livestock products","218","Ecuador","5910","Export quantity","01312","Bananas","2023","2023","t","3978140.53","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","218","Ecuador","5910","Export quantity","01640","Cocoa beans","2023","2023","t","398869.98","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","218","Ecuador","5910","Export quantity","01610","Coffee, green","2023","2023","t","1978.99","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","218","Ecuador","5910","Export quantity","0112","Maize (corn)","2023","2023","t","395.13","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","218","Ecuador","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","7223.78","E","Estimated value",""
"TCL","Crops and livestock products","218","Ecuador","5910","Export quantity","0141","Soya beans","2023","2023","t","32.62","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","218","Ecuador","5910","Export quantity","01234","Tomatoes","2023","2023","t","16.46","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","218","Ecuador","5910","Export quantity","0111","Wheat","2023","2023","t","0.24","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","818","Egypt","5910","Export quantity","01312","Bananas","2023","2023","t","5363.91","I","Imputed value",""
"TCL","Crops and livestock products","818","Egypt","5910","Export quantity","01640","Cocoa beans","2023","2023","t","0","A","Official figure",""
"TCL","Crops and livestock products","818","Egypt","5910","Export quantity","01610","Coffee, green","2023","2023","t","308.17","I","Imputed value",""
"TCL","Crops and livestock products","818","Egypt","5910","Export quantity","0112","Maize (corn)","2023","2023","t","6067.24","I","Imputed value",""
"TCL","Crops and livestock products","818","Egypt","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","34911.63","E","Estimated value",""
"TCL","Crops and livestock products","818","Egypt","5910","Export quantity","0141","Soya beans","2023","2023","t","17.56","I","Imputed value",""
"TCL","Crops and livestock products","818","Egypt","5910","Export quantity","01234","Tomatoes","2023","2023","t","86439.06","I","Imputed value",""
"TCL","Crops and livestock products","818","Egypt","5910","Export quantity","0111","Wheat","2023","2023","t","2643.6","I","Imputed value",""
"TCL","Crops and livestock products","222","El Salvador","5910","Export quantity","01640","Cocoa beans","2023","2023","t","30.4","A","Official figure",""
"TCL","Crops and livestock products","222","El Salvador","5910","Export quantity","01610","Coffee, green","2023","2023","t","28799.41","A","Official figure",""
"TCL","Crops and livestock products","222","El Salvador","5910","Export quantity","0112","Maize (corn)","2023","2023","t","709.26","A","Official figure",""
"TCL","Crops and livestock products","222","El Salvador","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","13658.62","E","Estimated value",""
"TCL","Crops and livestock products","222","El Salvador","5910","Export quantity","01234","Tomatoes","2023","2023","t","14.88","A","Official figure",""
"TCL","Crops and livestock products","222","El Salvador","5910","Export quantity","0111","Wheat","2023","2023","t","380","A","Official figure",""
"TCL","Crops and livestock products","226","Equatorial Guinea","5910","Export quantity","01640","Cocoa beans","2023","2023","t","502.85","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","226","Equatorial Guinea","5910","Export quantity","01610","Coffee, green","2023","2023","t","19.17","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","226","Equatorial Guinea","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","141.09","E","Estimated value",""
"TCL","Crops and livestock products","232","Eritrea","5910","Export quantity","01312","Bananas","2023","2023","t","81.57","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","232","Eritrea","5910","Export quantity","01610","Coffee, green","2023","2023","t","0.26","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","232","Eritrea","5910","Export quantity","0112","Maize (corn)","2023","2023","t","0.01","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","232","Eritrea","5910","Export quantity","0111","Wheat","2023","2023","t","499.58","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","233","Estonia","5910","Export quantity","01312","Bananas","2023","2023","t","137.74","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5910","Export quantity","01640","Cocoa beans","2023","2023","t","10174.91","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5910","Export quantity","01610","Coffee, green","2023","2023","t","97.66","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5910","Export quantity","0112","Maize (corn)","2023","2023","t","30562.52","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","410.49","E","Estimated value",""
"TCL","Crops and livestock products","233","Estonia","5910","Export quantity","0141","Soya beans","2023","2023","t","11.83","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5910","Export quantity","01234","Tomatoes","2023","2023","t","325.61","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5910","Export quantity","0111","Wheat","2023","2023","t","558465.22","A","Official figure",""
"TCL","Crops and livestock products","748","Eswatini","5910","Export quantity","01312","Bananas","2023","2023","t","29054.24","A","Official figure",""
"TCL","Crops and livestock products","748","Eswatini","5910","Export quantity","01610","Coffee, green","2023","2023","t","3.28","A","Official figure",""
"TCL","Crops and livestock products","748","Eswatini","5910","Export quantity","0112","Maize (corn)","2023","2023","t","99.09","A","Official figure",""
"TCL","Crops and livestock products","748","Eswatini","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","60.2","E","Estimated value",""
"TCL","Crops and livestock products","748","Eswatini","5910","Export quantity","0141","Soya beans","2023","2023","t","456.44","A","Official figure",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","01312","Bananas","2023","2023","t","12998.87","A","Official figure",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","01610","Coffee, green","2023","2023","t","235373.37","A","Official figure",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","219.35","E","Estimated value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","0141","Soya beans","2023","2023","t","207604.4","A","Official figure",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","01234","Tomatoes","2023","2023","t","22806.33","A","Official figure",""
"TCL","Crops and livestock products","242","Fiji","5910","Export quantity","01312","Bananas","2023","2023","t","1.7","A","Official figure",""
"TCL","Crops and livestock products","242","Fiji","5910","Export quantity","01640","Cocoa beans","2023","2023","t","1.56","A","Official figure",""
"TCL","Crops and livestock products","242","Fiji","5910","Export quantity","01610","Coffee, green","2023","2023","t","0.4","A","Official figure",""
"TCL","Crops and livestock products","242","Fiji","5910","Export quantity","0112","Maize (corn)","2023","2023","t","14.71","A","Official figure",""
"TCL","Crops and livestock products","242","Fiji","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","2954.15","E","Estimated value",""
"TCL","Crops and livestock products","242","Fiji","5910","Export quantity","01234","Tomatoes","2023","2023","t","0.01","A","Official figure",""
"TCL","Crops and livestock products","242","Fiji","5910","Export quantity","0111","Wheat","2023","2023","t","4.05","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5910","Export quantity","01312","Bananas","2023","2023","t","4408.98","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5910","Export quantity","01640","Cocoa beans","2023","2023","t","0.08","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5910","Export quantity","01610","Coffee, green","2023","2023","t","1020.02","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5910","Export quantity","0112","Maize (corn)","2023","2023","t","1.02","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","281.85","E","Estimated value",""
"TCL","Crops and livestock products","246","Finland","5910","Export quantity","0141","Soya beans","2023","2023","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5910","Export quantity","01234","Tomatoes","2023","2023","t","155.14","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5910","Export quantity","0111","Wheat","2023","2023","t","56518.13","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export quantity","01312","Bananas","2023","2023","t","232759.64","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export quantity","01640","Cocoa beans","2023","2023","t","763.75","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export quantity","01610","Coffee, green","2023","2023","t","6942.37","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export quantity","0112","Maize (corn)","2023","2023","t","3750411.86","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","29613.08","E","Estimated value",""
"TCL","Crops and livestock products","250","France","5910","Export quantity","0141","Soya beans","2023","2023","t","121401.91","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export quantity","01234","Tomatoes","2023","2023","t","319071.59","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export quantity","0111","Wheat","2023","2023","t","13476663.17","A","Official figure",""
"TCL","Crops and livestock products","258","French Polynesia","5910","Export quantity","01640","Cocoa beans","2023","2023","t","0.02","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","258","French Polynesia","5910","Export quantity","01610","Coffee, green","2023","2023","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","266","Gabon","5910","Export quantity","01312","Bananas","2023","2023","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","266","Gabon","5910","Export quantity","01610","Coffee, green","2023","2023","t","17.76","A","Official figure",""
"TCL","Crops and livestock products","266","Gabon","5910","Export quantity","0112","Maize (corn)","2023","2023","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","266","Gabon","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","4.81","E","Estimated value",""
"TCL","Crops and livestock products","266","Gabon","5910","Export quantity","01234","Tomatoes","2023","2023","t","0.04","A","Official figure",""
"TCL","Crops and livestock products","270","Gambia","5910","Export quantity","01610","Coffee, green","2023","2023","t","0.12","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","270","Gambia","5910","Export quantity","0112","Maize (corn)","2023","2023","t","52.47","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","270","Gambia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","0.35","E","Estimated value",""
"TCL","Crops and livestock products","270","Gambia","5910","Export quantity","0141","Soya beans","2023","2023","t","0.02","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","270","Gambia","5910","Export quantity","0111","Wheat","2023","2023","t","153.08","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","268","Georgia","5910","Export quantity","01312","Bananas","2023","2023","t","3736.1","A","Official figure",""
"TCL","Crops and livestock products","268","Georgia","5910","Export quantity","01610","Coffee, green","2023","2023","t","278.71","A","Official figure",""
"TCL","Crops and livestock products","268","Georgia","5910","Export quantity","0112","Maize (corn)","2023","2023","t","728.69","A","Official figure",""
"TCL","Crops and livestock products","268","Georgia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","73.82","E","Estimated value",""
"TCL","Crops and livestock products","268","Georgia","5910","Export quantity","01234","Tomatoes","2023","2023","t","3222.84","A","Official figure",""
"TCL","Crops and livestock products","268","Georgia","5910","Export quantity","0111","Wheat","2023","2023","t","21.03","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5910","Export quantity","01312","Bananas","2023","2023","t","348052","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5910","Export quantity","01640","Cocoa beans","2023","2023","t","7325.17","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5910","Export quantity","01610","Coffee, green","2023","2023","t","301987.72","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5910","Export quantity","0112","Maize (corn)","2023","2023","t","468127.2","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","49256.31","E","Estimated value",""
"TCL","Crops and livestock products","276","Germany","5910","Export quantity","0141","Soya beans","2023","2023","t","26969.64","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5910","Export quantity","01234","Tomatoes","2023","2023","t","16842.84","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5910","Export quantity","0111","Wheat","2023","2023","t","6784192.03","A","Official figure",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","01312","Bananas","2023","2023","t","114775.81","A","Official figure",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","01640","Cocoa beans","2023","2023","t","433288.04","A","Official figure",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","01610","Coffee, green","2023","2023","t","75.13","A","Official figure",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","0112","Maize (corn)","2023","2023","t","530.48","A","Official figure",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","502.92","E","Estimated value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","0141","Soya beans","2023","2023","t","61607.76","A","Official figure",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","01234","Tomatoes","2023","2023","t","2.83","A","Official figure",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","0111","Wheat","2023","2023","t","8.19","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5910","Export quantity","01312","Bananas","2023","2023","t","67139.3","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5910","Export quantity","01640","Cocoa beans","2023","2023","t","17.66","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5910","Export quantity","01610","Coffee, green","2023","2023","t","916.71","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5910","Export quantity","0112","Maize (corn)","2023","2023","t","17156.62","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","96632.18","E","Estimated value",""
"TCL","Crops and livestock products","300","Greece","5910","Export quantity","0141","Soya beans","2023","2023","t","1146.42","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5910","Export quantity","01234","Tomatoes","2023","2023","t","36847.18","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5910","Export quantity","0111","Wheat","2023","2023","t","527008.42","A","Official figure",""
"TCL","Crops and livestock products","308","Grenada","5910","Export quantity","01640","Cocoa beans","2023","2023","t","312.58","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5910","Export quantity","01312","Bananas","2023","2023","t","2799411.6","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5910","Export quantity","01640","Cocoa beans","2023","2023","t","146.32","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5910","Export quantity","01610","Coffee, green","2023","2023","t","182082.07","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5910","Export quantity","0112","Maize (corn)","2023","2023","t","4188.45","I","Imputed value",""
"TCL","Crops and livestock products","320","Guatemala","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","409.8","E","Estimated value",""
"TCL","Crops and livestock products","320","Guatemala","5910","Export quantity","0141","Soya beans","2023","2023","t","10.04","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5910","Export quantity","01234","Tomatoes","2023","2023","t","60632.9","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5910","Export quantity","0111","Wheat","2023","2023","t","478.43","A","Official figure",""
"TCL","Crops and livestock products","324","Guinea","5910","Export quantity","01312","Bananas","2023","2023","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","324","Guinea","5910","Export quantity","01640","Cocoa beans","2023","2023","t","76344.5","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","324","Guinea","5910","Export quantity","01610","Coffee, green","2023","2023","t","5112.69","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","324","Guinea","5910","Export quantity","0112","Maize (corn)","2023","2023","t","4.16","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","324","Guinea","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","0.14","E","Estimated value",""
"TCL","Crops and livestock products","324","Guinea","5910","Export quantity","0141","Soya beans","2023","2023","t","0.23","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","324","Guinea","5910","Export quantity","01234","Tomatoes","2023","2023","t","0.02","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","328","Guyana","5910","Export quantity","01312","Bananas","2023","2023","t","0.2","A","Official figure",""
"TCL","Crops and livestock products","328","Guyana","5910","Export quantity","01640","Cocoa beans","2023","2023","t","0.2","A","Official figure",""
"TCL","Crops and livestock products","328","Guyana","5910","Export quantity","01610","Coffee, green","2023","2023","t","0.06","A","Official figure",""
"TCL","Crops and livestock products","328","Guyana","5910","Export quantity","0112","Maize (corn)","2023","2023","t","4.24","A","Official figure",""
"TCL","Crops and livestock products","328","Guyana","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","400076.43","E","Estimated value",""
"TCL","Crops and livestock products","328","Guyana","5910","Export quantity","0141","Soya beans","2023","2023","t","1.13","A","Official figure",""
"TCL","Crops and livestock products","332","Haiti","5910","Export quantity","01640","Cocoa beans","2023","2023","t","2566.5","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","332","Haiti","5910","Export quantity","01610","Coffee, green","2023","2023","t","98.2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","332","Haiti","5910","Export quantity","0112","Maize (corn)","2023","2023","t","19.08","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","332","Haiti","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","230.15","E","Estimated value",""
"TCL","Crops and livestock products","340","Honduras","5910","Export quantity","01312","Bananas","2023","2023","t","538337.1","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","340","Honduras","5910","Export quantity","01640","Cocoa beans","2023","2023","t","1172.08","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","340","Honduras","5910","Export quantity","01610","Coffee, green","2023","2023","t","333609.71","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","340","Honduras","5910","Export quantity","0112","Maize (corn)","2023","2023","t","2105","A","Official figure",""
"TCL","Crops and livestock products","340","Honduras","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","3095.06","E","Estimated value",""
"TCL","Crops and livestock products","340","Honduras","5910","Export quantity","0141","Soya beans","2023","2023","t","262.63","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","340","Honduras","5910","Export quantity","01234","Tomatoes","2023","2023","t","54888.11","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","348","Hungary","5910","Export quantity","01312","Bananas","2023","2023","t","13084.9","A","Official figure",""
"TCL","Crops and livestock products","348","Hungary","5910","Export quantity","01640","Cocoa beans","2023","2023","t","8.23","A","Official figure",""
"TCL","Crops and livestock products","348","Hungary","5910","Export quantity","01610","Coffee, green","2023","2023","t","386.43","A","Official figure",""
"TCL","Crops and livestock products","348","Hungary","5910","Export quantity","0112","Maize (corn)","2023","2023","t","1334624.99","A","Official figure",""
"TCL","Crops and livestock products","348","Hungary","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","4933.13","E","Estimated value",""
"TCL","Crops and livestock products","348","Hungary","5910","Export quantity","0141","Soya beans","2023","2023","t","149174.19","A","Official figure",""
"TCL","Crops and livestock products","348","Hungary","5910","Export quantity","01234","Tomatoes","2023","2023","t","20908.07","A","Official figure",""
"TCL","Crops and livestock products","348","Hungary","5910","Export quantity","0111","Wheat","2023","2023","t","2829778.41","A","Official figure",""
"TCL","Crops and livestock products","352","Iceland","5910","Export quantity","01312","Bananas","2023","2023","t","465.9","A","Official figure",""
"TCL","Crops and livestock products","352","Iceland","5910","Export quantity","01610","Coffee, green","2023","2023","t","0.9","A","Official figure",""
"TCL","Crops and livestock products","352","Iceland","5910","Export quantity","0112","Maize (corn)","2023","2023","t","0","A","Official figure",""
"TCL","Crops and livestock products","352","Iceland","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","1.17","E","Estimated value",""
"TCL","Crops and livestock products","352","Iceland","5910","Export quantity","01234","Tomatoes","2023","2023","t","46.85","A","Official figure",""
"TCL","Crops and livestock products","352","Iceland","5910","Export quantity","0111","Wheat","2023","2023","t","0.01","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01312","Bananas","2023","2023","t","499131.23","A","Official figure",""
